sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
Sem academia ou outras amenidades.,5.0,1.0,0.2,1.0,0.0294117647058823,0.0
"Se quiser internet, pague.",4.0,1.0,0.25,1.0,0.0384615384615384,0.0
"Mas não espere velocidade ou estabilidade, mesmo pagando.Café da manhã tolerável, mas sem grandes predicados.Ar condicionado janeleiro, muito barulhento",21.0,3.0,0.1428571428571428,3.0,0.0197368421052631,1.0
Infelizmente por motivos profissionais eu tenho que ficar neste hotel.,10.0,1.0,0.1,1.0,0.0142857142857142,1.0
"O hotel não oferece nenhum conforto como piscina , sala de ginastica ou qualquer outro tipo de lazer.",17.0,0.0,0.0,1.0,0.0099009900990099,1.0
"O quarto é pequeno, sem o menor conforto.",8.0,0.0,0.0,1.0,0.024390243902439,1.0
A TV é minima e a geladeira faz muito barulho.,10.0,1.0,0.1,3.0,0.0652173913043478,0.0
"Verifique se trocaram o arranjo de cama, eles tentam não trocar.",11.0,1.0,0.0909090909090909,1.0,0.015625,0.0
"A cadeira é de Madeira sem almofada, bem desconfortável.",9.0,1.0,0.1111111111111111,2.0,0.0357142857142857,0.0
"A mesa , mal cabe um Ipad.",6.0,1.0,0.1666666666666666,2.0,0.0769230769230769,0.0
"O serviço de quarto é péssimo, a comida é horrível.",10.0,0.0,0.0,1.0,0.0196078431372549,1.0
Só fique neste hotel se não tiver outra alternativa.,9.0,1.0,0.1111111111111111,1.0,0.0192307692307692,1.0
"Hotel com bom conforto, cama box, bom chuveiro, frigobar e ar, limpo, localizado no Centro.",15.0,2.0,0.1333333333333333,2.0,0.0219780219780219,1.0
"Cafe da manha nada sofisticado, porem bom, suficiente para um bom desjejum.",12.0,1.0,0.0833333333333333,1.0,0.0133333333333333,0.0
"O apartamento nao é grande, mas bom.",7.0,0.0,0.0,1.0,0.0277777777777777,1.0
"A unica coisa que chamou a atençao foi o valor da diaria que estava salgado para este final de semana em Porto Alegre, em funçao do show da Madona e inauguraçao da Arena do Gremio, havia muita procura na rede hoteleira, aja visto que estava muito dificil conseguir acomodaçoes em POA e com isso os Hoteis subiram o valor da diaria.",61.0,7.0,0.1147540983606557,10.0,0.0302114803625377,1.0
"Quartos simples e bem pequenos com banheiro meia boca, ar condicionado algumas vezes barulhento, café da manha bem basico, e a internet, pasmem, 12 reais por 24h.É um hotel que engana qualquer walk in pela recepção bonita.O room service é o erro, a comida é simplesmente horrivel.",49.0,1.0,0.0204081632653061,2.0,0.0071428571428571,1.0
"Estive neste hotel por 2 dias fazendo um curso pela minha empresa, deram uma lista de hotéis e acabei escolhendo este pela localização, mas acabei me arrependendo muito desta escolha.",30.0,1.0,0.0333333333333333,1.0,0.0054644808743169,1.0
"O quarto era muito ruim, eu entrava de lado (não sou gordo), para entrar no box do banheiro também precisava malabarismo, sem contar um objeto pontiagudo que exite no chão para a porta do box não bater, que pode ocasionar acidentes.",41.0,0.0,0.0,1.0,0.0043103448275862,1.0
O atendimento também foi ruim e o café não chega nem perto ao de outros hotéis da região em que já me hospedei.,23.0,0.0,0.0,1.0,0.009009009009009,1.0
"Como dica, fica a de que virando a esquina existe um hotel muito melhor pelos mesmos preços praticados neste.",19.0,1.0,0.0526315789473684,1.0,0.0091743119266055,1.0
"Estive em novembro/2010, por 6 dias, hospedada neste hotel com familiares.",11.0,1.0,0.0909090909090909,1.0,0.0135135135135135,1.0
O atendimento dos recepcionistas foi desigual e arrogante.,8.0,0.0,0.0,1.0,0.0172413793103448,1.0
Sou gaúcha e sei que a hospitalidade sulista é bem conceituada.,11.0,1.0,0.0909090909090909,1.0,0.0158730158730158,0.0
"Umas das situações que mais nos constrangeu foi de não poder receber visitantes/familiares no quarto, por causa do risco de pagar 1/2 diária.",23.0,1.0,0.0434782608695652,1.0,0.0070921985815602,1.0
No geral o hotel está muito velho e ultrapassado.,9.0,1.0,0.1111111111111111,1.0,0.0204081632653061,1.0
"Não estou reclamando disso pela decepção que tive com a recepção, mas porque é uma verdade.",16.0,1.0,0.0625,1.0,0.0109890109890109,1.0
"Espero que esta mensagem ajude o próprio hotel a melhorar, em todos os setores, mas principalmente no atendimento.",18.0,1.0,0.0555555555555555,1.0,0.0087719298245614,1.0
Por enquanto eu não o recomendaria a nenhum conhecido.,9.0,1.0,0.1111111111111111,1.0,0.0185185185185185,0.0
"Reservei esse hotel através do pacote da TAM Viagens , era o único disponível para POA.",15.0,4.0,0.2666666666666666,8.0,0.0919540229885057,1.0
"Imaginei que deveria ser um hotel bom, pois a TAM não elegeria um ruim... Ledo engano!",16.0,3.0,0.1875,5.0,0.0581395348837209,1.0
!O hotel é horrível.Pedi o quarto disponível para pessoas alérgicas.,11.0,1.0,0.0909090909090909,2.0,0.0294117647058823,1.0
A única diferença para o quarto comum é que não tem carpete no chão.,14.0,0.0,0.0,1.0,0.0147058823529411,1.0
"Na cama, um belo cobertor felpudo que me deixo com o nariz coçando.",13.0,1.0,0.0769230769230769,1.0,0.0149253731343283,0.0
A cabeceira da cama era de carpet!!,7.0,0.0,0.0,1.0,0.0285714285714285,0.0
Horrível!!,1.0,1.0,1.0,1.0,0.1,0.0
Mas a pior parte era o banheiro.,7.0,1.0,0.1428571428571428,1.0,0.03125,0.0
"Cinza, escuro, com o piso do chão cheio de manchas e quebrado.",12.0,1.0,0.0833333333333333,1.0,0.0161290322580645,0.0
"Quando entramos no quarto, tinha uma poça no chão.",9.0,1.0,0.1111111111111111,1.0,0.02,1.0
"Liguei para a recepção reclamando, mas nada fizeram.",8.0,1.0,0.125,1.0,0.0192307692307692,1.0
"Só secaram o piso... As toalhas são horríveis, cinzas, pequenas e duras.",12.0,2.0,0.1666666666666666,2.0,0.0277777777777777,0.0
"Para piorar tudo, a internet wi-fi é cobrada e não é barata.",12.0,1.0,0.0833333333333333,1.0,0.0166666666666666,0.0
Não recomendo!!!!!,2.0,1.0,0.5,1.0,0.0555555555555555,0.0
!,0.0,0.0,0.0,0.0,0.0,0.0
Hotel muito apertado.,3.0,1.0,0.3333333333333333,1.0,0.0476190476190476,1.0
Uma mega escada para ter acesso.,6.0,1.0,0.1666666666666666,1.0,0.03125,0.0
Apesar de ser proximo a rodoviaria e do centro.,9.0,1.0,0.1111111111111111,1.0,0.0212765957446808,0.0
Nao há elevador.,3.0,1.0,0.3333333333333333,1.0,0.0625,0.0
"O corredor é minusculo, a cozinha também.",7.0,0.0,0.0,1.0,0.024390243902439,0.0
Foi muito dificil subir com as malas.,7.0,1.0,0.1428571428571428,1.0,0.027027027027027,0.0
O cafe da manha é bem fraco!,7.0,0.0,0.0,1.0,0.0357142857142857,0.0
Apesar na baita localização - muito próximo a Estação Rodoviária (Trem e Ônibus) o Hotel é terrível.,17.0,5.0,0.2941176470588235,5.0,0.05,1.0
"Péssimas instalações, tanto de quarto, como de infraestrutura.",8.0,1.0,0.125,1.0,0.0161290322580645,1.0
"Lá tudo é baixo, tem que se andar praticamente abaixado.",10.0,1.0,0.1,1.0,0.0178571428571428,0.0
"Não há elevador e o Hotel começa a partir do 2º pavimento do prédio, logo escadas.",16.0,2.0,0.125,2.0,0.024390243902439,1.0
"Não me arrisquei no café da manhã, acredito que também não seja dos melhores.",14.0,1.0,0.0714285714285714,1.0,0.0129870129870129,1.0
Na verdade é um motel.,5.0,1.0,0.2,1.0,0.0454545454545454,1.0
"Chegamos a noite e o estacionamento que havia sido prometido pelo booking que seria próximo era há quase dois quarteirões entrando numas ruas esquisitas com boates, garotas de programa e malandros pela rua.",33.0,1.0,0.0303030303030303,1.0,0.0048543689320388,0.0
"Ao chegar não nos ajudaram com as malas, eu (mulher) tive que subir vários degraus sozinha com inumeras malas, só havia uma moça na recepção quem nem sabia onde era o estacionamento, foi preciso um cliente explicar.",37.0,1.0,0.027027027027027,1.0,0.0046511627906976,1.0
"O quarto era minúsculo, as toalhas surradas, no banheiro havia barata, o sabonete tinha cheiro de sabão e passamos a noite com medo pois havia transitado de pessoas durante a madrugada e de manhã fomos acordados com um som desagradável de uma boate.",43.0,0.0,0.0,1.0,0.0040160642570281,1.0
"O café da manhã foi triste, o bolo de chocolate duro, os salgados com cara de ontem e frio.",19.0,0.0,0.0,1.0,0.0109890109890109,1.0
Enfim não recomendo.,3.0,1.0,0.3333333333333333,1.0,0.05,0.0
Eu e meus colegas de empressa tivemos um mal atendimento no hotel home fomos muito mal tradado pela atentende da manha que se chama a rainha caremdo hotal esta pessoa trada muito mal os clientes se vç sair do hotel de manha e nao pagar a diaria do dia seguinte ela se se torna uma pessoa muito mal eduacada com o cliente nao sabe falar como uma pessoa normal e sim como um bicho ate um bicho te atennderia melhor vç mais nosoutros turnos sao pessoas muito bem educadas com o cliente limpesa boa cafe bom acomodaçoes boas munutençao e conservaçao boa e atentedimento rapido e muito bem educados o resto do pessoa mais a rainha do hotel nao da para querer se vç se hospetar no hotel home minuano nunca chegue na parte da manha chegue a tarde ou a noite vai ser bem tradado nestes turnos,148.0,1.0,0.0067567567567567,1.0,0.0012755102040816,1.0
"Ficamos hospedados 1 noite ótimo quarto tudo novo, camas excelentes frigobar completo, atendimento bom, muito silencioso e ar condicionado splitJa me hospedei 2 vezes neste hotel, custo beneficio 100%",29.0,2.0,0.0689655172413793,2.0,0.01,1.0
"Gostei da proximidade com o comércio, rodoviária e ponto de ônibus.",11.0,1.0,0.0909090909090909,1.0,0.0149253731343283,1.0
"No hotel o café da manhã deixa a desejar... pão duro, bolo ruim.",13.0,1.0,0.0769230769230769,1.0,0.015625,1.0
"pouca variação de sucos ..e na av farrapos é difícil circular depois das 19h, o maior complicador é o viaduto q aproxima muitos usuários d droga, e prostituição.Porém se você não pretende sai a noite e uma opção pois fica perto da rodoviária de Porto Alegre o principal inconveniente e os 5 andares sem elevador.",56.0,3.0,0.0535714285714285,3.0,0.0096153846153846,1.0
"Pessoal, Tive que ficar uma noite desse hotel depois de voltar de gramado, foi o único hotel disponível, era melhor ter dormido no carro.",24.0,2.0,0.0833333333333333,2.0,0.0145985401459854,1.0
"Mas estava com a minha família... Nem consegui durmido meu voo era as 7 da manha as 5 ja estava saindo do hotel.. fiquei 4 horas horrívelNo quarto do meu amigo, a esposa dele achou achou um camisinha no chão.",40.0,3.0,0.075,3.0,0.0144230769230769,1.0
"Ao lado do Hotel tem muitas cracudo, aviso a vcs e melhor durmido no carro",15.0,2.0,0.1333333333333333,2.0,0.027027027027027,1.0
"Hotel com atendimento, serviços e acomodações ruins.Roupa de cama e toalhas sujas, não tem limpeza de quarto, cheiro de cigarro em todo o hotel, sem internet.",27.0,2.0,0.074074074074074,2.0,0.0126582278481012,1.0
"Localização pessima.Nivel do atendimento: fui fazer o check-in e a recepcionista falou para eu pagar apenas um dia, porque geralmente as pessoas não gostam do hotel e não ficam o final de semana todo.",35.0,2.0,0.0571428571428571,2.0,0.01,1.0
O hotel é extremamente sujo e o local em que se situa é ponto de usuários de drogas.,18.0,0.0,0.0,1.0,0.0119047619047619,1.0
"Definitivamente, não recomendo.",3.0,1.0,0.3333333333333333,1.0,0.032258064516129,0.0
"Até que as instalações não são tão ruins, mas a limpeza é bem superficial, deixando o local com um aspecto e cheiro bastante ruins.",24.0,1.0,0.0416666666666666,1.0,0.0076335877862595,1.0
